Immobilienart,Region,Zeitabschnitt,"Index final(Basis: 2010_1 = 100)"
gebrauchte Eigentumswohnungen,Westliches Niedersachsen,2019_3,
gebrauchte Eigentumswohnungen,Westliches Niedersachsen,2019_4,
gebrauchte Eigentumswohnungen,Westliches Niedersachsen,2020_1,
gebrauchte Eigentumswohnungen,Westliches Niedersachsen,2020_2,
gebrauchte Eigentumswohnungen,Westliches Niedersachsen,2020_3,
gebrauchte Eigentumswohnungen,Westliches Niedersachsen,2020_4,
gebrauchte Eigentumswohnungen,Westliches Niedersachsen,2021_1,
gebrauchte Eigentumswohnungen,Westliches Niedersachsen,2021_2,
gebrauchte Eigentumswohnungen,Westliches Niedersachsen,2021_3,
gebrauchte Eigentumswohnungen,Westliches Niedersachsen,2021_4,
gebrauchte Eigentumswohnungen,Oldenburg - Münsterland - Osnabrück,2000_1,
gebrauchte Eigentumswohnungen,Oldenburg - Münsterland - Osnabrück,2000_2,"106,48"
gebrauchte Eigentumswohnungen,Oldenburg - Münsterland - Osnabrück,2000_3,"105,28"
gebrauchte Eigentumswohnungen,Oldenburg - Münsterland - Osnabrück,2000_4,"105,94"
gebrauchte Eigentumswohnungen,Oldenburg - Münsterland - Osnabrück,2001_1,"108,8"
gebrauchte Eigentumswohnungen,Oldenburg - Münsterland - Osnabrück,2001_2,"105,9"
gebrauchte Eigentumswohnungen,Oldenburg - Münsterland - Osnabrück,2001_3,"104,29"
gebrauchte Eigentumswohnungen,Oldenburg - Münsterland - Osnabrück,2001_4,"111,92"
gebrauchte Eigentumswohnungen,Oldenburg - Münsterland - Osnabrück,2002_1,"120,35"
gebrauchte Eigentumswohnungen,Oldenburg - Münsterland - Osnabrück,2002_2,"116,46"
gebrauchte Eigentumswohnungen,Oldenburg - Münsterland - Osnabrück,2002_3,"110,95"
gebrauchte Eigentumswohnungen,Oldenburg - Münsterland - Osnabrück,2002_4,"109,92"
gebrauchte Eigentumswohnungen,Oldenburg - Münsterland - Osnabrück,2003_1,"105,09"
gebrauchte Eigentumswohnungen,Oldenburg - Münsterland - Osnabrück,2003_2,"98,85"
gebrauchte Eigentumswohnungen,Oldenburg - Münsterland - Osnabrück,2003_3,"97,73"
gebrauchte Eigentumswohnungen,Oldenburg - Münsterland - Osnabrück,2003_4,"95,32"
gebrauchte Eigentumswohnungen,Oldenburg - Münsterland - Osnabrück,2004_1,"93,83"
gebrauchte Eigentumswohnungen,Oldenburg - Münsterland - Osnabrück,2004_2,"96,54"
gebrauchte Eigentumswohnungen,Oldenburg - Münsterland - Osnabrück,2004_3,"99,99"
gebrauchte Eigentumswohnungen,Oldenburg - Münsterland - Osnabrück,2004_4,"101,37"
gebrauchte Eigentumswohnungen,Oldenburg - Münsterland - Osnabrück,2005_1,"101,53"
gebrauchte Eigentumswohnungen,Oldenburg - Münsterland - Osnabrück,2005_2,"102,61"
gebrauchte Eigentumswohnungen,Oldenburg - Münsterland - Osnabrück,2005_3,"102,35"
gebrauchte Eigentumswohnungen,Oldenburg - Münsterland - Osnabrück,2005_4,"97,5"
gebrauchte Eigentumswohnungen,Oldenburg - Münsterland - Osnabrück,2006_1,"90,92"
gebrauchte Eigentumswohnungen,Oldenburg - Münsterland - Osnabrück,2006_2,"90,33"
gebrauchte Eigentumswohnungen,Oldenburg - Münsterland - Osnabrück,2006_3,"93,66"
gebrauchte Eigentumswohnungen,Oldenburg - Münsterland - Osnabrück,2006_4,"92,34"
gebrauchte Eigentumswohnungen,Oldenburg - Münsterland - Osnabrück,2007_1,"89,46"
gebrauchte Eigentumswohnungen,Oldenburg - Münsterland - Osnabrück,2007_2,"91,2"
gebrauchte Eigentumswohnungen,Oldenburg - Münsterland - Osnabrück,2007_3,"93,54"
gebrauchte Eigentumswohnungen,Oldenburg - Münsterland - Osnabrück,2007_4,"91,51"
gebrauchte Eigentumswohnungen,Oldenburg - Münsterland - Osnabrück,2008_1,"90,39"
gebrauchte Eigentumswohnungen,Oldenburg - Münsterland - Osnabrück,2008_2,"91,01"
gebrauchte Eigentumswohnungen,Oldenburg - Münsterland - Osnabrück,2008_3,"90,39"
gebrauchte Eigentumswohnungen,Oldenburg - Münsterland - Osnabrück,2008_4,"89,91"
gebrauchte Eigentumswohnungen,Oldenburg - Münsterland - Osnabrück,2009_1,"93,74"
gebrauchte Eigentumswohnungen,Oldenburg - Münsterland - Osnabrück,2009_2,"96,54"
gebrauchte Eigentumswohnungen,Oldenburg - Münsterland - Osnabrück,2009_3,"94,21"
gebrauchte Eigentumswohnungen,Oldenburg - Münsterland - Osnabrück,2009_4,"92,95"
gebrauchte Eigentumswohnungen,Oldenburg - Münsterland - Osnabrück,2010_1,100
gebrauchte Eigentumswohnungen,Oldenburg - Münsterland - Osnabrück,2010_2,"105,63"
gebrauchte Eigentumswohnungen,Oldenburg - Münsterland - Osnabrück,2010_3,"102,76"
gebrauchte Eigentumswohnungen,Oldenburg - Münsterland - Osnabrück,2010_4,"100,53"
gebrauchte Eigentumswohnungen,Oldenburg - Münsterland - Osnabrück,2011_1,"101,85"
gebrauchte Eigentumswohnungen,Oldenburg - Münsterland - Osnabrück,2011_2,"101,54"
gebrauchte Eigentumswohnungen,Oldenburg - Münsterland - Osnabrück,2011_3,"101,06"
gebrauchte Eigentumswohnungen,Oldenburg - Münsterland - Osnabrück,2011_4,"101,48"
gebrauchte Eigentumswohnungen,Oldenburg - Münsterland - Osnabrück,2012_1,"103,55"
gebrauchte Eigentumswohnungen,Oldenburg - Münsterland - Osnabrück,2012_2,"108,14"
gebrauchte Eigentumswohnungen,Oldenburg - Münsterland - Osnabrück,2012_3,"111,51"
gebrauchte Eigentumswohnungen,Oldenburg - Münsterland - Osnabrück,2012_4,"111,37"
gebrauchte Eigentumswohnungen,Oldenburg - Münsterland - Osnabrück,2013_1,"111,66"
gebrauchte Eigentumswohnungen,Oldenburg - Münsterland - Osnabrück,2013_2,"112,63"
gebrauchte Eigentumswohnungen,Oldenburg - Münsterland - Osnabrück,2013_3,"114,42"
gebrauchte Eigentumswohnungen,Oldenburg - Münsterland - Osnabrück,2013_4,"115,11"
gebrauchte Eigentumswohnungen,Oldenburg - Münsterland - Osnabrück,2014_1,"116,4"
gebrauchte Eigentumswohnungen,Oldenburg - Münsterland - Osnabrück,2014_2,"120,47"
gebrauchte Eigentumswohnungen,Oldenburg - Münsterland - Osnabrück,2014_3,"122,41"
gebrauchte Eigentumswohnungen,Oldenburg - Münsterland - Osnabrück,2014_4,"126,41"
gebrauchte Eigentumswohnungen,Oldenburg - Münsterland - Osnabrück,2015_1,"132,42"
gebrauchte Eigentumswohnungen,Oldenburg - Münsterland - Osnabrück,2015_2,"132,69"
gebrauchte Eigentumswohnungen,Oldenburg - Münsterland - Osnabrück,2015_3,"128,36"
gebrauchte Eigentumswohnungen,Oldenburg - Münsterland - Osnabrück,2015_4,"129,54"
gebrauchte Eigentumswohnungen,Oldenburg - Münsterland - Osnabrück,2016_1,"135,28"
gebrauchte Eigentumswohnungen,Oldenburg - Münsterland - Osnabrück,2016_2,"141,89"
gebrauchte Eigentumswohnungen,Oldenburg - Münsterland - Osnabrück,2016_3,"147,14"
gebrauchte Eigentumswohnungen,Oldenburg - Münsterland - Osnabrück,2016_4,"147,31"
gebrauchte Eigentumswohnungen,Oldenburg - Münsterland - Osnabrück,2017_1,"145,28"
gebrauchte Eigentumswohnungen,Oldenburg - Münsterland - Osnabrück,2017_2,"145,49"
gebrauchte Eigentumswohnungen,Oldenburg - Münsterland - Osnabrück,2017_3,"150,64"
gebrauchte Eigentumswohnungen,Oldenburg - Münsterland - Osnabrück,2017_4,"153,82"
gebrauchte Eigentumswohnungen,Oldenburg - Münsterland - Osnabrück,2018_1,"155,61"
gebrauchte Eigentumswohnungen,Oldenburg - Münsterland - Osnabrück,2018_2,"158,96"
gebrauchte Eigentumswohnungen,Oldenburg - Münsterland - Osnabrück,2018_3,
gebrauchte Eigentumswohnungen,Oldenburg - Münsterland - Osnabrück,2018_4,
gebrauchte Eigentumswohnungen,Oldenburg - Münsterland - Osnabrück,2019_1,
gebrauchte Eigentumswohnungen,Oldenburg - Münsterland - Osnabrück,2019_2,
gebrauchte Eigentumswohnungen,Oldenburg - Münsterland - Osnabrück,2019_3,
gebrauchte Eigentumswohnungen,Oldenburg - Münsterland - Osnabrück,2019_4,
gebrauchte Eigentumswohnungen,Oldenburg - Münsterland - Osnabrück,2020_1,
gebrauchte Eigentumswohnungen,Oldenburg - Münsterland - Osnabrück,2020_2,
gebrauchte Eigentumswohnungen,Oldenburg - Münsterland - Osnabrück,2020_3,
gebrauchte Eigentumswohnungen,Oldenburg - Münsterland - Osnabrück,2020_4,
gebrauchte Eigentumswohnungen,Oldenburg - Münsterland - Osnabrück,2021_1,
gebrauchte Eigentumswohnungen,Oldenburg - Münsterland - Osnabrück,2021_2,
gebrauchte Eigentumswohnungen,Oldenburg - Münsterland - Osnabrück,2021_3,
gebrauchte Eigentumswohnungen,Oldenburg - Münsterland - Osnabrück,2021_4,
gebrauchte Eigentumswohnungen,Bremer Umland,2000_1,
gebrauchte Eigentumswohnungen,Bremer Umland,2000_2,"115,29"
gebrauchte Eigentumswohnungen,Bremer Umland,2000_3,"114,92"
gebrauchte Eigentumswohnungen,Bremer Umland,2000_4,"113,68"
gebrauchte Eigentumswohnungen,Bremer Umland,2001_1,"109,7"
gebrauchte Eigentumswohnungen,Bremer Umland,2001_2,"107,86"
gebrauchte Eigentumswohnungen,Bremer Umland,2001_3,"108,9"
gebrauchte Eigentumswohnungen,Bremer Umland,2001_4,"110,78"
gebrauchte Eigentumswohnungen,Bremer Umland,2002_1,"110,95"
gebrauchte Eigentumswohnungen,Bremer Umland,2002_2,"110,14"
gebrauchte Eigentumswohnungen,Bremer Umland,2002_3,"110,5"
gebrauchte Eigentumswohnungen,Bremer Umland,2002_4,"109,57"
gebrauchte Eigentumswohnungen,Bremer Umland,2003_1,"108,79"
gebrauchte Eigentumswohnungen,Bremer Umland,2003_2,"108,93"
gebrauchte Eigentumswohnungen,Bremer Umland,2003_3,"108,52"
gebrauchte Eigentumswohnungen,Bremer Umland,2003_4,108
gebrauchte Eigentumswohnungen,Bremer Umland,2004_1,"105,39"
gebrauchte Eigentumswohnungen,Bremer Umland,2004_2,"104,56"
gebrauchte Eigentumswohnungen,Bremer Umland,2004_3,"106,37"
gebrauchte Eigentumswohnungen,Bremer Umland,2004_4,"105,43"
gebrauchte Eigentumswohnungen,Bremer Umland,2005_1,"100,61"
gebrauchte Eigentumswohnungen,Bremer Umland,2005_2,"97,62"
gebrauchte Eigentumswohnungen,Bremer Umland,2005_3,"98,41"
gebrauchte Eigentumswohnungen,Bremer Umland,2005_4,"98,55"
gebrauchte Eigentumswohnungen,Bremer Umland,2006_1,"96,7"
gebrauchte Eigentumswohnungen,Bremer Umland,2006_2,"94,74"
gebrauchte Eigentumswohnungen,Bremer Umland,2006_3,"96,81"
gebrauchte Eigentumswohnungen,Bremer Umland,2006_4,"97,06"
gebrauchte Eigentumswohnungen,Bremer Umland,2007_1,"95,7"
gebrauchte Eigentumswohnungen,Bremer Umland,2007_2,"96,22"
gebrauchte Eigentumswohnungen,Bremer Umland,2007_3,"96,04"
gebrauchte Eigentumswohnungen,Bremer Umland,2007_4,"91,77"
gebrauchte Eigentumswohnungen,Bremer Umland,2008_1,"90,3"
gebrauchte Eigentumswohnungen,Bremer Umland,2008_2,"91,88"
gebrauchte Eigentumswohnungen,Bremer Umland,2008_3,"93,25"
gebrauchte Eigentumswohnungen,Bremer Umland,2008_4,"94,71"
gebrauchte Eigentumswohnungen,Bremer Umland,2009_1,"95,93"
gebrauchte Eigentumswohnungen,Bremer Umland,2009_2,"98,98"
gebrauchte Eigentumswohnungen,Bremer Umland,2009_3,"100,44"
gebrauchte Eigentumswohnungen,Bremer Umland,2009_4,"98,73"
gebrauchte Eigentumswohnungen,Bremer Umland,2010_1,100
gebrauchte Eigentumswohnungen,Bremer Umland,2010_2,"103,83"
gebrauchte Eigentumswohnungen,Bremer Umland,2010_3,"104,3"
gebrauchte Eigentumswohnungen,Bremer Umland,2010_4,"101,61"
gebrauchte Eigentumswohnungen,Bremer Umland,2011_1,"103,55"
gebrauchte Eigentumswohnungen,Bremer Umland,2011_2,"108,38"
gebrauchte Eigentumswohnungen,Bremer Umland,2011_3,"106,18"
gebrauchte Eigentumswohnungen,Bremer Umland,2011_4,"107,69"
gebrauchte Eigentumswohnungen,Bremer Umland,2012_1,"111,49"
gebrauchte Eigentumswohnungen,Bremer Umland,2012_2,"109,1"
gebrauchte Eigentumswohnungen,Bremer Umland,2012_3,"108,43"
gebrauchte Eigentumswohnungen,Bremer Umland,2012_4,"113,8"
gebrauchte Eigentumswohnungen,Bremer Umland,2013_1,"118,74"
gebrauchte Eigentumswohnungen,Bremer Umland,2013_2,"120,42"
gebrauchte Eigentumswohnungen,Bremer Umland,2013_3,"120,6"
gebrauchte Eigentumswohnungen,Bremer Umland,2013_4,"119,16"
gebrauchte Eigentumswohnungen,Bremer Umland,2014_1,"120,31"
gebrauchte Eigentumswohnungen,Bremer Umland,2014_2,"128,36"
gebrauchte Eigentumswohnungen,Bremer Umland,2014_3,"132,73"
gebrauchte Eigentumswohnungen,Bremer Umland,2014_4,"129,21"
gebrauchte Eigentumswohnungen,Bremer Umland,2015_1,"127,95"
gebrauchte Eigentumswohnungen,Bremer Umland,2015_2,"132,84"
gebrauchte Eigentumswohnungen,Bremer Umland,2015_3,"140,14"
gebrauchte Eigentumswohnungen,Bremer Umland,2015_4,"143,89"
gebrauchte Eigentumswohnungen,Bremer Umland,2016_1,"141,88"
gebrauchte Eigentumswohnungen,Bremer Umland,2016_2,"140,42"
gebrauchte Eigentumswohnungen,Bremer Umland,2016_3,"139,83"
gebrauchte Eigentumswohnungen,Bremer Umland,2016_4,"145,37"
gebrauchte Eigentumswohnungen,Bremer Umland,2017_1,"148,39"
gebrauchte Eigentumswohnungen,Bremer Umland,2017_2,"162,81"
gebrauchte Eigentumswohnungen,Bremer Umland,2017_3,"170,3"
gebrauchte Eigentumswohnungen,Bremer Umland,2017_4,"172,49"
gebrauchte Eigentumswohnungen,Bremer Umland,2018_1,"173,29"
gebrauchte Eigentumswohnungen,Bremer Umland,2018_2,"176,4"
gebrauchte Eigentumswohnungen,Bremer Umland,2018_3,
gebrauchte Eigentumswohnungen,Bremer Umland,2018_4,
gebrauchte Eigentumswohnungen,Bremer Umland,2019_1,
gebrauchte Eigentumswohnungen,Bremer Umland,2019_2,
gebrauchte Eigentumswohnungen,Bremer Umland,2019_3,
gebrauchte Eigentumswohnungen,Bremer Umland,2019_4,
gebrauchte Eigentumswohnungen,Bremer Umland,2020_1,
gebrauchte Eigentumswohnungen,Bremer Umland,2020_2,
gebrauchte Eigentumswohnungen,Bremer Umland,2020_3,
gebrauchte Eigentumswohnungen,Bremer Umland,2020_4,
gebrauchte Eigentumswohnungen,Bremer Umland,2021_1,
gebrauchte Eigentumswohnungen,Bremer Umland,2021_2,
gebrauchte Eigentumswohnungen,Bremer Umland,2021_3,
gebrauchte Eigentumswohnungen,Bremer Umland,2021_4,
gebrauchte Eigentumswohnungen,Mittleres Niedersachsen,2000_1,
gebrauchte Eigentumswohnungen,Mittleres Niedersachsen,2000_2,"109,89"
gebrauchte Eigentumswohnungen,Mittleres Niedersachsen,2000_3,"106,61"
gebrauchte Eigentumswohnungen,Mittleres Niedersachsen,2000_4,"101,91"
gebrauchte Eigentumswohnungen,Mittleres Niedersachsen,2001_1,"99,93"
gebrauchte Eigentumswohnungen,Mittleres Niedersachsen,2001_2,"104,09"
gebrauchte Eigentumswohnungen,Mittleres Niedersachsen,2001_3,"104,53"
gebrauchte Eigentumswohnungen,Mittleres Niedersachsen,2001_4,"100,97"
gebrauchte Eigentumswohnungen,Mittleres Niedersachsen,2002_1,"95,89"
gebrauchte Eigentumswohnungen,Mittleres Niedersachsen,2002_2,"91,5"
gebrauchte Eigentumswohnungen,Mittleres Niedersachsen,2002_3,"94,49"
gebrauchte Eigentumswohnungen,Mittleres Niedersachsen,2002_4,"96,65"
gebrauchte Eigentumswohnungen,Mittleres Niedersachsen,2003_1,"95,94"
gebrauchte Eigentumswohnungen,Mittleres Niedersachsen,2003_2,"95,76"
gebrauchte Eigentumswohnungen,Mittleres Niedersachsen,2003_3,"95,93"
gebrauchte Eigentumswohnungen,Mittleres Niedersachsen,2003_4,"96,81"
gebrauchte Eigentumswohnungen,Mittleres Niedersachsen,2004_1,"96,32"
gebrauchte Eigentumswohnungen,Mittleres Niedersachsen,2004_2,"94,19"
gebrauchte Eigentumswohnungen,Mittleres Niedersachsen,2004_3,"94,47"
gebrauchte Eigentumswohnungen,Mittleres Niedersachsen,2004_4,"96,65"
gebrauchte Eigentumswohnungen,Mittleres Niedersachsen,2005_1,"99,08"
gebrauchte Eigentumswohnungen,Mittleres Niedersachsen,2005_2,"100,88"
gebrauchte Eigentumswohnungen,Mittleres Niedersachsen,2005_3,"100,22"
gebrauchte Eigentumswohnungen,Mittleres Niedersachsen,2005_4,"96,23"
gebrauchte Eigentumswohnungen,Mittleres Niedersachsen,2006_1,"94,42"
gebrauchte Eigentumswohnungen,Mittleres Niedersachsen,2006_2,"96,97"
gebrauchte Eigentumswohnungen,Mittleres Niedersachsen,2006_3,"95,81"
gebrauchte Eigentumswohnungen,Mittleres Niedersachsen,2006_4,"92,75"
gebrauchte Eigentumswohnungen,Mittleres Niedersachsen,2007_1,"94,82"
gebrauchte Eigentumswohnungen,Mittleres Niedersachsen,2007_2,"99,91"
gebrauchte Eigentumswohnungen,Mittleres Niedersachsen,2007_3,"101,36"
gebrauchte Eigentumswohnungen,Mittleres Niedersachsen,2007_4,"100,75"
gebrauchte Eigentumswohnungen,Mittleres Niedersachsen,2008_1,"98,51"
gebrauchte Eigentumswohnungen,Mittleres Niedersachsen,2008_2,"97,57"
gebrauchte Eigentumswohnungen,Mittleres Niedersachsen,2008_3,"98,51"
gebrauchte Eigentumswohnungen,Mittleres Niedersachsen,2008_4,"100,16"
gebrauchte Eigentumswohnungen,Mittleres Niedersachsen,2009_1,"100,99"
gebrauchte Eigentumswohnungen,Mittleres Niedersachsen,2009_2,"98,02"
gebrauchte Eigentumswohnungen,Mittleres Niedersachsen,2009_3,"97,47"
gebrauchte Eigentumswohnungen,Mittleres Niedersachsen,2009_4,"99,66"
gebrauchte Eigentumswohnungen,Mittleres Niedersachsen,2010_1,100
gebrauchte Eigentumswohnungen,Mittleres Niedersachsen,2010_2,"101,28"
gebrauchte Eigentumswohnungen,Mittleres Niedersachsen,2010_3,"102,61"
gebrauchte Eigentumswohnungen,Mittleres Niedersachsen,2010_4,"102,98"
gebrauchte Eigentumswohnungen,Mittleres Niedersachsen,2011_1,"105,89"
gebrauchte Eigentumswohnungen,Mittleres Niedersachsen,2011_2,"111,98"
gebrauchte Eigentumswohnungen,Mittleres Niedersachsen,2011_3,"116,36"
gebrauchte Eigentumswohnungen,Mittleres Niedersachsen,2011_4,"116,23"
gebrauchte Eigentumswohnungen,Mittleres Niedersachsen,2012_1,"116,39"
gebrauchte Eigentumswohnungen,Mittleres Niedersachsen,2012_2,"118,86"
gebrauchte Eigentumswohnungen,Mittleres Niedersachsen,2012_3,"119,58"
gebrauchte Eigentumswohnungen,Mittleres Niedersachsen,2012_4,"120,32"
gebrauchte Eigentumswohnungen,Mittleres Niedersachsen,2013_1,"122,08"
gebrauchte Eigentumswohnungen,Mittleres Niedersachsen,2013_2,"123,19"
gebrauchte Eigentumswohnungen,Mittleres Niedersachsen,2013_3,"124,62"
gebrauchte Eigentumswohnungen,Mittleres Niedersachsen,2013_4,"125,62"
gebrauchte Eigentumswohnungen,Mittleres Niedersachsen,2014_1,"122,52"
gebrauchte Eigentumswohnungen,Mittleres Niedersachsen,2014_2,"120,18"
gebrauchte Eigentumswohnungen,Mittleres Niedersachsen,2014_3,"122,69"
gebrauchte Eigentumswohnungen,Mittleres Niedersachsen,2014_4,"126,22"
gebrauchte Eigentumswohnungen,Mittleres Niedersachsen,2015_1,"130,98"
gebrauchte Eigentumswohnungen,Mittleres Niedersachsen,2015_2,"134,32"
gebrauchte Eigentumswohnungen,Mittleres Niedersachsen,2015_3,"134,74"
gebrauchte Eigentumswohnungen,Mittleres Niedersachsen,2015_4,"136,88"
gebrauchte Eigentumswohnungen,Mittleres Niedersachsen,2016_1,"140,16"
gebrauchte Eigentumswohnungen,Mittleres Niedersachsen,2016_2,"141,32"
gebrauchte Eigentumswohnungen,Mittleres Niedersachsen,2016_3,"140,3"
gebrauchte Eigentumswohnungen,Mittleres Niedersachsen,2016_4,"140,81"
gebrauchte Eigentumswohnungen,Mittleres Niedersachsen,2017_1,"145,26"
gebrauchte Eigentumswohnungen,Mittleres Niedersachsen,2017_2,"152,43"
gebrauchte Eigentumswohnungen,Mittleres Niedersachsen,2017_3,"156,39"
gebrauchte Eigentumswohnungen,Mittleres Niedersachsen,2017_4,"165,14"
gebrauchte Eigentumswohnungen,Mittleres Niedersachsen,2018_1,"165,61"
gebrauchte Eigentumswohnungen,Mittleres Niedersachsen,2018_2,"163,95"
gebrauchte Eigentumswohnungen,Mittleres Niedersachsen,2018_3,
gebrauchte Eigentumswohnungen,Mittleres Niedersachsen,2018_4,
gebrauchte Eigentumswohnungen,Mittleres Niedersachsen,2019_1,
gebrauchte Eigentumswohnungen,Mittleres Niedersachsen,2019_2,
gebrauchte Eigentumswohnungen,Mittleres Niedersachsen,2019_3,
gebrauchte Eigentumswohnungen,Mittleres Niedersachsen,2019_4,
gebrauchte Eigentumswohnungen,Mittleres Niedersachsen,2020_1,
gebrauchte Eigentumswohnungen,Mittleres Niedersachsen,2020_2,
gebrauchte Eigentumswohnungen,Mittleres Niedersachsen,2020_3,
gebrauchte Eigentumswohnungen,Mittleres Niedersachsen,2020_4,
gebrauchte Eigentumswohnungen,Mittleres Niedersachsen,2021_1,
gebrauchte Eigentumswohnungen,Mittleres Niedersachsen,2021_2,
gebrauchte Eigentumswohnungen,Mittleres Niedersachsen,2021_3,
gebrauchte Eigentumswohnungen,Mittleres Niedersachsen,2021_4,
gebrauchte Eigentumswohnungen,Hamburger Umland,2000_1,
gebrauchte Eigentumswohnungen,Hamburger Umland,2000_2,"104,57"
gebrauchte Eigentumswohnungen,Hamburger Umland,2000_3,"104,9"
gebrauchte Eigentumswohnungen,Hamburger Umland,2000_4,"104,53"
gebrauchte Eigentumswohnungen,Hamburger Umland,2001_1,"104,19"
gebrauchte Eigentumswohnungen,Hamburger Umland,2001_2,"104,51"
gebrauchte Eigentumswohnungen,Hamburger Umland,2001_3,"101,31"
gebrauchte Eigentumswohnungen,Hamburger Umland,2001_4,"97,02"
gebrauchte Eigentumswohnungen,Hamburger Umland,2002_1,"97,08"
gebrauchte Eigentumswohnungen,Hamburger Umland,2002_2,"100,59"
gebrauchte Eigentumswohnungen,Hamburger Umland,2002_3,"99,93"
gebrauchte Eigentumswohnungen,Hamburger Umland,2002_4,"97,72"
gebrauchte Eigentumswohnungen,Hamburger Umland,2003_1,"97,05"
gebrauchte Eigentumswohnungen,Hamburger Umland,2003_2,"98,4"
gebrauchte Eigentumswohnungen,Hamburger Umland,2003_3,"97,44"
gebrauchte Eigentumswohnungen,Hamburger Umland,2003_4,"94,93"
gebrauchte Eigentumswohnungen,Hamburger Umland,2004_1,"93,17"
gebrauchte Eigentumswohnungen,Hamburger Umland,2004_2,93
gebrauchte Eigentumswohnungen,Hamburger Umland,2004_3,"92,8"
gebrauchte Eigentumswohnungen,Hamburger Umland,2004_4,"91,76"
gebrauchte Eigentumswohnungen,Hamburger Umland,2005_1,"92,01"
gebrauchte Eigentumswohnungen,Hamburger Umland,2005_2,"94,54"
gebrauchte Eigentumswohnungen,Hamburger Umland,2005_3,"95,49"
gebrauchte Eigentumswohnungen,Hamburger Umland,2005_4,"95,41"
gebrauchte Eigentumswohnungen,Hamburger Umland,2006_1,"96,34"
gebrauchte Eigentumswohnungen,Hamburger Umland,2006_2,"97,93"
gebrauchte Eigentumswohnungen,Hamburger Umland,2006_3,"93,04"
gebrauchte Eigentumswohnungen,Hamburger Umland,2006_4,"88,68"
gebrauchte Eigentumswohnungen,Hamburger Umland,2007_1,"93,29"
gebrauchte Eigentumswohnungen,Hamburger Umland,2007_2,"101,36"
gebrauchte Eigentumswohnungen,Hamburger Umland,2007_3,"101,28"
gebrauchte Eigentumswohnungen,Hamburger Umland,2007_4,"100,12"
gebrauchte Eigentumswohnungen,Hamburger Umland,2008_1,"99,32"
gebrauchte Eigentumswohnungen,Hamburger Umland,2008_2,"98,28"
gebrauchte Eigentumswohnungen,Hamburger Umland,2008_3,"97,3"
gebrauchte Eigentumswohnungen,Hamburger Umland,2008_4,"97,43"
gebrauchte Eigentumswohnungen,Hamburger Umland,2009_1,"96,22"
gebrauchte Eigentumswohnungen,Hamburger Umland,2009_2,"95,48"
gebrauchte Eigentumswohnungen,Hamburger Umland,2009_3,"99,23"
gebrauchte Eigentumswohnungen,Hamburger Umland,2009_4,"100,08"
gebrauchte Eigentumswohnungen,Hamburger Umland,2010_1,100
gebrauchte Eigentumswohnungen,Hamburger Umland,2010_2,"103,53"
gebrauchte Eigentumswohnungen,Hamburger Umland,2010_3,"102,79"
gebrauchte Eigentumswohnungen,Hamburger Umland,2010_4,"102,25"
gebrauchte Eigentumswohnungen,Hamburger Umland,2011_1,"104,76"
gebrauchte Eigentumswohnungen,Hamburger Umland,2011_2,"107,09"
gebrauchte Eigentumswohnungen,Hamburger Umland,2011_3,"107,45"
gebrauchte Eigentumswohnungen,Hamburger Umland,2011_4,"106,63"
gebrauchte Eigentumswohnungen,Hamburger Umland,2012_1,"107,68"
gebrauchte Eigentumswohnungen,Hamburger Umland,2012_2,"110,85"
gebrauchte Eigentumswohnungen,Hamburger Umland,2012_3,"115,19"
gebrauchte Eigentumswohnungen,Hamburger Umland,2012_4,"119,94"
gebrauchte Eigentumswohnungen,Hamburger Umland,2013_1,"119,28"
gebrauchte Eigentumswohnungen,Hamburger Umland,2013_2,"117,88"
gebrauchte Eigentumswohnungen,Hamburger Umland,2013_3,"121,78"
gebrauchte Eigentumswohnungen,Hamburger Umland,2013_4,"124,4"
gebrauchte Eigentumswohnungen,Hamburger Umland,2014_1,"124,45"
gebrauchte Eigentumswohnungen,Hamburger Umland,2014_2,"123,21"
gebrauchte Eigentumswohnungen,Hamburger Umland,2014_3,"122,83"
gebrauchte Eigentumswohnungen,Hamburger Umland,2014_4,"124,89"
gebrauchte Eigentumswohnungen,Hamburger Umland,2015_1,"127,27"
gebrauchte Eigentumswohnungen,Hamburger Umland,2015_2,"128,06"
gebrauchte Eigentumswohnungen,Hamburger Umland,2015_3,"127,59"
gebrauchte Eigentumswohnungen,Hamburger Umland,2015_4,"126,88"
gebrauchte Eigentumswohnungen,Hamburger Umland,2016_1,"131,11"
gebrauchte Eigentumswohnungen,Hamburger Umland,2016_2,"138,22"
gebrauchte Eigentumswohnungen,Hamburger Umland,2016_3,"139,85"
gebrauchte Eigentumswohnungen,Hamburger Umland,2016_4,"140,22"
gebrauchte Eigentumswohnungen,Hamburger Umland,2017_1,"137,75"
gebrauchte Eigentumswohnungen,Hamburger Umland,2017_2,"142,07"
gebrauchte Eigentumswohnungen,Hamburger Umland,2017_3,"148,07"
gebrauchte Eigentumswohnungen,Hamburger Umland,2017_4,"146,07"
gebrauchte Eigentumswohnungen,Hamburger Umland,2018_1,"147,95"
gebrauchte Eigentumswohnungen,Hamburger Umland,2018_2,"153,32"
gebrauchte Eigentumswohnungen,Hamburger Umland,2018_3,
gebrauchte Eigentumswohnungen,Hamburger Umland,2018_4,
gebrauchte Eigentumswohnungen,Hamburger Umland,2019_1,
